"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Afternoon workout 💪","12 Jul 2026, 14:36","12 Jul 2026, 15:19","","Leg Press Horizontal (Machine)",,"",2,"normal",310,12,,,
"Afternoon workout 💪","12 Jul 2026, 14:36","12 Jul 2026, 15:19","","Leg Press Horizontal (Machine)",,"",3,"normal",250,15,,,
"Afternoon workout 💪","12 Jul 2026, 14:36","12 Jul 2026, 15:19","","Leg Press Horizontal (Machine)",,"",4,"normal",240,12,,,
"Afternoon workout 💪","12 Jul 2026, 14:36","12 Jul 2026, 15:19","","Leg Extension (Machine)",,"",0,"normal",100,10,,,
"Afternoon workout 💪","12 Jul 2026, 14:36","12 Jul 2026, 15:19","","Leg Extension (Machine)",,"",1,"normal",185,9,,,
"Afternoon workout 💪","12 Jul 2026, 14:36","12 Jul 2026, 15:19","","Leg Extension (Machine)",,"",2,"normal",185,8,,,
"Afternoon workout 💪","12 Jul 2026, 14:36","12 Jul 2026, 15:19","","Leg Extension (Machine)",,"",3,"normal",170,6,,,
"Afternoon workout 💪","12 Jul 2026, 14:36","12 Jul 2026, 15:19","","Seated Leg Curl (Machine)",,"",0,"normal",130,10,,,
"Afternoon workout 💪","12 Jul 2026, 14:36","12 Jul 2026, 15:19","","Seated Leg Curl (Machine)",,"",1,"normal",180,9,,,
"Afternoon workout 💪","12 Jul 2026, 14:36","12 Jul 2026, 15:19","","Seated Leg Curl (Machine)",,"",2,"normal",170,7,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Incline Bench Press (Dumbbell)",,"",0,"normal",45,10,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Incline Bench Press (Dumbbell)",,"",1,"normal",80,12,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Incline Bench Press (Dumbbell)",,"",2,"normal",80,10,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Incline Bench Press (Dumbbell)",,"",3,"normal",70,10,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Iso-Lateral Row (Machine)",,"Per side - hate this one but gym was busy set 2 was waayyyyy too much, was waitinf for lat pulldown ro open",0,"normal",70,8,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Iso-Lateral Row (Machine)",,"Per side - hate this one but gym was busy set 2 was waayyyyy too much, was waitinf for lat pulldown ro open",1,"normal",105,4,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Lat Pulldown (Cable)",,"",0,"normal",70,8,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Lat Pulldown (Cable)",,"",1,"normal",120,9,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Lat Pulldown (Cable)",,"",2,"normal",110,6,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Lat Pulldown (Cable)",,"",3,"dropset",100,4,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Seated Shoulder Press (Machine)",,"",0,"normal",130,11,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Seated Shoulder Press (Machine)",,"",1,"normal",130,7,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Seated Shoulder Press (Machine)",,"",2,"normal",110,8,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Lateral Raise (Dumbbell)",,"Total weight so split per arm, not alternating",0,"normal",20,15,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Lateral Raise (Dumbbell)",,"Total weight so split per arm, not alternating",1,"normal",24,14,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Seated Incline Curl (Dumbbell)",,"Per arm alternating",0,"normal",25,10,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Seated Incline Curl (Dumbbell)",,"Per arm alternating",1,"normal",25,8,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Triceps Rope Pushdown",,"",0,"normal",60,10,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Triceps Rope Pushdown",,"",1,"normal",80,9,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Triceps Rope Pushdown",,"",2,"normal",80,8,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Triceps Rope Pushdown",,"",3,"normal",70,8,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Chest Fly (Machine)",,"",0,"normal",100,10,,,
"Afternoon workout 💪","11 Jul 2026, 14:03","11 Jul 2026, 15:25","","Chest Fly (Machine)",,"",1,"normal",120,8,,,
"Afternoon workout 💪","9 Jul 2026, 16:08","9 Jul 2026, 16:34","","Leg Extension (Machine)",,"",0,"normal",100,10,,,
"Afternoon workout 💪","9 Jul 2026, 16:08","9 Jul 2026, 16:34","","Leg Extension (Machine)",,"",1,"normal",140,12,,,
"Afternoon workout 💪","9 Jul 2026, 16:08","9 Jul 2026, 16:34","","Leg Extension (Machine)",,"",2,"normal",180,10,,,
"Afternoon workout 💪","9 Jul 2026, 16:08","9 Jul 2026, 16:34","","Leg Extension (Machine)",,"",3,"normal",180,8,,,
"Afternoon workout 💪","9 Jul 2026, 16:08","9 Jul 2026, 16:34","","Seated Leg Curl (Machine)",,"",0,"normal",120,12,,,
"Afternoon workout 💪","9 Jul 2026, 16:08","9 Jul 2026, 16:34","","Seated Leg Curl (Machine)",,"",1,"normal",180,10,,,
"Afternoon workout 💪","9 Jul 2026, 16:08","9 Jul 2026, 16:34","","Seated Leg Curl (Machine)",,"",2,"normal",185,8,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Supine Press",,"",0,"normal",110,12,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Supine Press",,"",1,"normal",200,7,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Supine Press",,"",2,"normal",200,4,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Supine Press",,"",3,"normal",160,5,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Incline Chest Press (Machine)",,"",0,"normal",114,8,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Incline Chest Press (Machine)",,"",1,"normal",114,7,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Incline Chest Press (Machine)",,"",2,"normal",114,5,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Seated Dip Machine",,"",0,"normal",145,7,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Seated Dip Machine",,"",1,"normal",145,7,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Seated Dip Machine",,"",2,"normal",150,6,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Shoulder Press (Dumbbell)",,"",0,"normal",60,7,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Shoulder Press (Dumbbell)",,"",1,"normal",60,5,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Shoulder Press (Dumbbell)",,"",2,"normal",50,6,,,
"Afternoon workout 💪","7 Jul 2026, 16:10","7 Jul 2026, 16:56","","Lateral Raise (Dumbbell)",,"",0,"normal",30,8,,,
"Afternoon workout 💪","6 Jul 2026, 16:20","6 Jul 2026, 16:59","","Leg Extension (Machine)",,"",0,"normal",80,10,,,
"Afternoon workout 💪","6 Jul 2026, 16:20","6 Jul 2026, 16:59","","Leg Extension (Machine)",,"",1,"normal",130,15,,,
"Afternoon workout 💪","6 Jul 2026, 16:20","6 Jul 2026, 16:59","","Leg Extension (Machine)",,"",2,"normal",160,10,,,
"Afternoon workout 💪","6 Jul 2026, 16:20","6 Jul 2026, 16:59","","Seated Leg Curl (Machine)",,"",0,"normal",130,10,,,
"Afternoon workout 💪","6 Jul 2026, 16:20","6 Jul 2026, 16:59","","Seated Leg Curl (Machine)",,"",1,"normal",170,10,,,
"Afternoon workout 💪","6 Jul 2026, 16:20","6 Jul 2026, 16:59","","Seated Leg Curl (Machine)",,"",2,"normal",175,8,,,
"Afternoon workout 💪","6 Jul 2026, 16:20","6 Jul 2026, 16:59","","Hip Adduction (Machine)",,"",0,"normal",150,15,,,
"Afternoon workout 💪","6 Jul 2026, 16:20","6 Jul 2026, 16:59","","Hip Adduction (Machine)",,"",1,"normal",180,13,,,
"Afternoon workout 💪","6 Jul 2026, 16:20","6 Jul 2026, 16:59","","Hip Adduction (Machine)",,"",2,"normal",180,9,,,
"Afternoon workout 💪","6 Jul 2026, 16:20","6 Jul 2026, 16:59","","Hip Abduction (Machine)",,"",0,"normal",130,15,,,
"Afternoon workout 💪","6 Jul 2026, 16:20","6 Jul 2026, 16:59","","Hip Abduction (Machine)",,"",1,"normal",160,12,,,
"Afternoon workout 💪","30 Jun 2026, 16:19","30 Jun 2026, 16:54","","Lat Pulldown (Machine)",,"set 1 Per arm",0,"normal",80,10,,,
"Afternoon workout 💪","30 Jun 2026, 16:19","30 Jun 2026, 16:54","","Lat Pulldown (Machine)",,"set 1 Per arm",1,"normal",180,6,,,
"Afternoon workout 💪","30 Jun 2026, 16:19","30 Jun 2026, 16:54","","Lat Pulldown (Machine)",,"set 1 Per arm",2,"normal",160,6,,,
"Afternoon workout 💪","30 Jun 2026, 16:19","30 Jun 2026, 16:54","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",120,8,,,
"Afternoon workout 💪","30 Jun 2026, 16:19","30 Jun 2026, 16:54","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",100,10,,,
"Afternoon workout 💪","30 Jun 2026, 16:19","30 Jun 2026, 16:54","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",90,12,,,
"Afternoon workout 💪","30 Jun 2026, 16:19","30 Jun 2026, 16:54","","Bicep Curl (Cable)",,"",0,"normal",37.5,10,,,
"Afternoon workout 💪","30 Jun 2026, 16:19","30 Jun 2026, 16:54","","Bicep Curl (Cable)",,"",1,"normal",47.5,5,,,
"Afternoon workout 💪","30 Jun 2026, 16:19","30 Jun 2026, 16:54","","Rope Cable Curl",,"",0,"normal",42.5,10,,,
"Afternoon workout 💪","30 Jun 2026, 16:19","30 Jun 2026, 16:54","","Rope Cable Curl",,"",1,"normal",37.5,11,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Triceps Pressdown",,"",0,"normal",37.5,12,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Triceps Pressdown",,"",1,"normal",47.5,12,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Supine Press",,"",0,"normal",110,10,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Supine Press",,"",1,"normal",200,6,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Supine Press",,"",2,"normal",200,5,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Incline Chest Press (Machine)",,"Mts weird maxhine?",0,"normal",114,7,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Incline Chest Press (Machine)",,"Mts weird maxhine?",1,"normal",114,7,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Seated Dip Machine",,"",0,"normal",150,7,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Seated Dip Machine",,"",1,"normal",135,7,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Seated Dip Machine",,"",2,"normal",115,10,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Shoulder Press (Dumbbell)",,"",0,"normal",55,11,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Shoulder Press (Dumbbell)",,"",1,"normal",60,7,,,
"Afternoon workout 💪","29 Jun 2026, 16:10","29 Jun 2026, 17:04","","Shoulder Press (Dumbbell)",,"",2,"normal",60,6,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Leg Press Horizontal (Machine)",,"",0,"normal",160,12,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Leg Press Horizontal (Machine)",,"",1,"normal",220,12,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Leg Press Horizontal (Machine)",,"",2,"normal",280,15,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Leg Press Horizontal (Machine)",,"",3,"normal",280,8,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Hip Abduction (Machine)",,"",0,"normal",130,20,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Hip Abduction (Machine)",,"",1,"normal",150,15,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Hip Abduction (Machine)",,"",2,"normal",140,15,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Hip Adduction (Machine)",,"",0,"normal",140,20,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Hip Adduction (Machine)",,"",1,"normal",180,10,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Standing Calf Raise (Machine)",,"",0,"normal",180,15,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Standing Calf Raise (Machine)",,"",1,"normal",180,15,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Standing Calf Raise (Machine)",,"",2,"normal",180,15,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Leg Extension (Machine)",,"",0,"normal",100,10,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Leg Extension (Machine)",,"",1,"normal",130,10,,,
"Afternoon workout 💪","28 Jun 2026, 14:09","28 Jun 2026, 15:00","","Leg Extension (Machine)",,"",2,"normal",130,8,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Incline Bench Press (Dumbbell)",,"",0,"normal",45,10,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Incline Bench Press (Dumbbell)",,"",1,"normal",45,10,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Incline Bench Press (Dumbbell)",,"",2,"normal",60,15,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Incline Bench Press (Dumbbell)",,"",3,"normal",80,10,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",50,12,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",120,9,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",100,12,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",90,9,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Seated Shoulder Press (Machine)",,"",0,"normal",140,10,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Seated Shoulder Press (Machine)",,"",1,"normal",120,6,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",110,12,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",110,10,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",90,9,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Seated Incline Curl (Dumbbell)",,"",0,"normal",25,8,,,
"Morning workout ☀️","27 Jun 2026, 11:30","27 Jun 2026, 12:35","","Seated Incline Curl (Dumbbell)",,"",1,"normal",20,10,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Lat Pulldown (Cable)",,"Wide grip",0,"normal",70,10,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Lat Pulldown (Cable)",,"Wide grip",1,"normal",110,8,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Lat Pulldown (Cable)",,"Wide grip",2,"normal",100,11,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Lat Pulldown (Cable)",,"Wide grip",3,"normal",90,12,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",130,7,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",110,10,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",90,10,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Bicep Curl (Dumbbell)",,"Alrernating, reps are per arm",0,"failure",30,8,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Bicep Curl (Dumbbell)",,"Alrernating, reps are per arm",1,"normal",25,9,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Bicep Curl (Dumbbell)",,"Alrernating, reps are per arm",2,"normal",25,7,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Cross Body Hammer Curl",,"Drop set right after last curl set",0,"dropset",25,6,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Preacher Curl (Machine)",,"",0,"normal",70,8,,,
"Afternoon workout 💪","24 Jun 2026, 16:15","24 Jun 2026, 17:05","","Preacher Curl (Machine)",,"",1,"normal",60,7,,,
"Afternoon workout 💪","23 Jun 2026, 16:07","23 Jun 2026, 16:29","","Supine Press",,"Maybe gassed to early?",0,"normal",110,12,,,
"Afternoon workout 💪","23 Jun 2026, 16:07","23 Jun 2026, 16:29","","Supine Press",,"Maybe gassed to early?",1,"normal",200,6,,,
"Afternoon workout 💪","23 Jun 2026, 16:07","23 Jun 2026, 16:29","","Supine Press",,"Maybe gassed to early?",2,"normal",200,4,,,
"Afternoon workout 💪","23 Jun 2026, 16:07","23 Jun 2026, 16:29","","Supine Press",,"Maybe gassed to early?",3,"normal",160,5,,,
"Afternoon workout 💪","23 Jun 2026, 16:07","23 Jun 2026, 16:29","","Shoulder Press (Dumbbell)",,"",0,"normal",60,8,,,
"Afternoon workout 💪","23 Jun 2026, 16:07","23 Jun 2026, 16:29","","Shoulder Press (Dumbbell)",,"",1,"normal",60,7,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",80,15,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",120,10,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",110,8,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",90,10,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Bench Press (Smith Machine)",,"",0,"normal",25,8,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Bench Press (Smith Machine)",,"",1,"normal",75,12,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Bench Press (Smith Machine)",,"",2,"normal",115,7,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Lat Pulldown (Cable)",,"Foresrms have out last set",0,"normal",100,10,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Lat Pulldown (Cable)",,"Foresrms have out last set",1,"normal",100,10,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Lat Pulldown (Cable)",,"Foresrms have out last set",2,"normal",100,7,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Shoulder Press (Dumbbell)",,"",0,"normal",50,12,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Shoulder Press (Dumbbell)",,"",1,"normal",60,10,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Seated Incline Curl (Dumbbell)",,"Alternating weight per arm",0,"normal",30,7,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Seated Incline Curl (Dumbbell)",,"Alternating weight per arm",1,"normal",25,8,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Preacher Curl (Machine)",,"Cooked at the end",0,"normal",60,13,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Preacher Curl (Machine)",,"Cooked at the end",1,"normal",70,4,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Chest Fly (Machine)",,"Total failure at end",0,"normal",100,12,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Chest Fly (Machine)",,"Total failure at end",1,"normal",100,8,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Chest Fly (Machine)",,"Total failure at end",2,"normal",90,3,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Triceps Rope Pushdown",,"",0,"normal",60,15,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Triceps Rope Pushdown",,"",1,"normal",80,8,,,
"Upper","20 Jun 2026, 20:38","20 Jun 2026, 22:11","","Triceps Rope Pushdown",,"",2,"normal",60,8,,,
"Legs PF","18 Jun 2026, 16:17","18 Jun 2026, 17:02","","Leg Extension (Machine)",,"",0,"normal",90,10,,,
"Legs PF","18 Jun 2026, 16:17","18 Jun 2026, 17:02","","Leg Extension (Machine)",,"",1,"normal",120,12,,,
"Legs PF","18 Jun 2026, 16:17","18 Jun 2026, 17:02","","Leg Extension (Machine)",,"",2,"normal",120,12,,,
"Legs PF","18 Jun 2026, 16:17","18 Jun 2026, 17:02","","Leg Extension (Machine)",,"",3,"normal",130,12,,,
"Legs PF","18 Jun 2026, 16:17","18 Jun 2026, 17:02","","Seated Leg Curl (Machine)",,"",0,"normal",110,12,,,
"Legs PF","18 Jun 2026, 16:17","18 Jun 2026, 17:02","","Seated Leg Curl (Machine)",,"",1,"normal",150,12,,,
"Legs PF","18 Jun 2026, 16:17","18 Jun 2026, 17:02","","Seated Leg Curl (Machine)",,"",2,"normal",160,8,,,
"Legs PF","18 Jun 2026, 16:17","18 Jun 2026, 17:02","","Hip Adduction (Machine)",,"",0,"normal",130,15,,,
"Legs PF","18 Jun 2026, 16:17","18 Jun 2026, 17:02","","Hip Adduction (Machine)",,"",1,"normal",170,20,,,
"Legs PF","18 Jun 2026, 16:17","18 Jun 2026, 17:02","","Hip Abduction (Machine)",,"",0,"normal",115,20,,,
"Legs PF","18 Jun 2026, 16:17","18 Jun 2026, 17:02","","Hip Abduction (Machine)",,"",1,"normal",150,15,,,
"Afternoon workout 💪","17 Jun 2026, 16:03","17 Jun 2026, 16:33","","Lat Pulldown (Cable)",,"",0,"normal",80,12,,,
"Afternoon workout 💪","17 Jun 2026, 16:03","17 Jun 2026, 16:33","","Lat Pulldown (Cable)",,"",1,"normal",120,10,,,
"Afternoon workout 💪","17 Jun 2026, 16:03","17 Jun 2026, 16:33","","Lat Pulldown (Cable)",,"",2,"normal",100,10,,,
"Afternoon workout 💪","17 Jun 2026, 16:03","17 Jun 2026, 16:33","","Lat Pulldown (Cable)",,"",3,"normal",90,10,,,
"Afternoon workout 💪","17 Jun 2026, 16:03","17 Jun 2026, 16:33","","Seated Row (Machine)",,"",0,"normal",140,8,,,
"Afternoon workout 💪","17 Jun 2026, 16:03","17 Jun 2026, 16:33","","Seated Row (Machine)",,"",1,"normal",120,10,,,
"Afternoon workout 💪","17 Jun 2026, 16:03","17 Jun 2026, 16:33","","Seated Row (Machine)",,"",2,"normal",100,12,,,
"Afternoon workout 💪","17 Jun 2026, 16:03","17 Jun 2026, 16:33","","Preacher Curl (Machine)",,"",0,"normal",80,7,,,
"Afternoon workout 💪","17 Jun 2026, 16:03","17 Jun 2026, 16:33","","Preacher Curl (Machine)",,"",1,"normal",70,6,,,
"Afternoon workout 💪","17 Jun 2026, 16:03","17 Jun 2026, 16:33","","Preacher Curl (Machine)",,"",2,"normal",50,8,,,
"Afternoon workout 💪","10 Jun 2026, 14:26","10 Jun 2026, 14:56","","Supine Press",,"",0,"normal",160,12,,,
"Afternoon workout 💪","10 Jun 2026, 14:26","10 Jun 2026, 14:56","","Supine Press",,"",1,"normal",160,7,,,
"Afternoon workout 💪","10 Jun 2026, 14:26","10 Jun 2026, 14:56","","Supine Press",,"",2,"normal",120,10,,,
"Afternoon workout 💪","10 Jun 2026, 14:26","10 Jun 2026, 14:56","","Chest Fly (Machine)",,"",0,"normal",90,8,,,
"Afternoon workout 💪","10 Jun 2026, 14:26","10 Jun 2026, 14:56","","Chest Fly (Machine)",,"",1,"normal",70,10,,,
"Afternoon workout 💪","10 Jun 2026, 14:26","10 Jun 2026, 14:56","","Chest Fly (Machine)",,"",2,"normal",70,12,,,
"Afternoon workout 💪","10 Jun 2026, 14:26","10 Jun 2026, 14:56","","Triceps Dip",,"",0,"normal",,4,,,
"Afternoon workout 💪","10 Jun 2026, 14:26","10 Jun 2026, 14:56","","Triceps Rope Pushdown",,"",0,"normal",32.5,12,,,
"Afternoon workout 💪","10 Jun 2026, 14:26","10 Jun 2026, 14:56","","Triceps Rope Pushdown",,"",1,"normal",32.5,12,,,
"Afternoon workout 💪","10 Jun 2026, 14:26","10 Jun 2026, 14:56","","Triceps Rope Pushdown",,"",2,"normal",27.5,12,,,
"Afternoon workout 💪","4 Jun 2026, 16:08","4 Jun 2026, 16:46","","Lat Pulldown (Cable)",,"",0,"normal",70,15,,,
"Afternoon workout 💪","4 Jun 2026, 16:08","4 Jun 2026, 16:46","","Lat Pulldown (Cable)",,"",1,"normal",100,10,,,
"Afternoon workout 💪","4 Jun 2026, 16:08","4 Jun 2026, 16:46","","Lat Pulldown (Cable)",,"",2,"normal",90,10,,,
"Afternoon workout 💪","4 Jun 2026, 16:08","4 Jun 2026, 16:46","","Bicep Curl (Dumbbell)",,"",0,"failure",20,20,,,
